doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
우리는 불고기, 스시, 타이국수를 먹었어요.	2	2	2	2	2	2	2	2	2	2
불고기가 뭐니?	2	2	2	2	2	2	2	2	2	2
한국 소고기 바비큐인데 너무 맛있어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그사람 믿지 마세요.	2	2	2	2	2	2	1	2	2	2
얘기가 온통 꾸며낸 거라구요.	2	2	2	2	2	2	1	2	2	2
그 사람을 한번 믿어보지 그러세요.	2	2	2	2	2	2	0	2	2	2
제가 말씀 드리잖아요, 그사람은 기회가 있으면 당신의 목을 칠 사람이라고요.	2	2	2	2	0	2	1	2	2	2
저로서는 믿기 어려운 말이군요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
자, 햄버거와 핫도그는 누가 사 올래요.	2	2	2	2	2	2	2	2	2	2
저는 바비큐 할 때 쓸 차콜을 가져올게요.	2	2	2	2	2	2	2	2	2	2
지난번 피크닉 때처럼 성냥 가져오는 거 잊지 마세요.	2	2	2	2	2	2	2	2	2	2
안 잊어버려요.	2	2	2	2	2	2	2	2	2	2
음료수는 누가 가져오죠?	2	2	2	2	2	2	2	2	2	2
그건 제가 맡을게요.	2	2	2	2	2	2	2	2	2	2
얼음도 같이요.	2	2	2	2	2	2	2	2	2	2
운전하는 학생들이 공원까지 가는 지도를 지참하도록 챙기는 건 제가 할게요.	2	2	2	2	2	2	2	2	2	2
캐서린 차 좀 같이 타고 갈 수 있어요.	2	2	2	2	2	2	2	2	2	2
차가 없어서요.	2	2	2	2	2	2	2	2	2	2
물론이죠.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
일정이 빠듯해서 쇼핑몰에 갈 시간이 없었어.	2	2	2	2	2	2	2	2	2	2
고마워~	2	2	2	2	2	2	2	2	2	2
살게 별로 없더라구.	2	2	2	2	2	2	2	2	2	2
맘에 들지 모르겠다.	2	2	2	2	2	2	2	2	2	2
근데 윤호는 아직도 너 싱가폴 갔다온지 몰라?	2	2	2	2	2	2	2	2	2	2
그냥 모르고 넘어가야지 뭐.	2	2	2	2	2	2	2	2	2	2
쯧쯧쯧.	2	2	2	2	2	2	2	2	2	2
걔두 안됐다.	2	2	2	2	2	2	2	2	2	2
인생이 왜 그러냐.	2	2	2	2	2	2	2	2	2	2
야 이쁘다~~	2	2	2	2	2	2	2	2	2	2
맘에 들어?	2	2	2	2	0	2	0	0	2	2
어 맘에 들어.	2	2	2	2	2	2	2	0	2	2
고마워.	2	2	2	2	2	2	2	2	2	2
헤..	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
토요일 저녁에 회사 파티에 어떻게 갈 거야?	2	2	2	2	2	2	2	2	2	2
잘 모르겠어.	2	2	2	2	2	2	2	2	2	2
내가 너희 집에 운전해가서 함께 갈 수 있어.	2	2	2	2	2	2	2	2	2	2
어머 귀찮게 하고 싶진 않아.	2	2	2	2	2	2	2	2	2	2
별 문제 아니야.	2	2	2	2	2	2	2	2	2	2
정말?	2	2	2	2	2	2	2	2	2	2
그럼.	2	2	2	2	2	2	2	2	2	2
넌 운전을 하지 않으니까 내가 데려갈게.	2	2	2	2	2	2	2	2	2	2
고마워.	2	2	2	2	2	2	2	2	2	2
무슨 말을.	2	2	2	2	2	2	0	2	2	2
직장에서 사람들중 몇 명이나 파티에 올까 궁금하네.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
우리는 어떤문제에 대해서 한바탕 입씨름을벌였어요.	2	2	2	2	2	2	2	2	2	2
무슨 문제였는데요?	2	2	2	2	2	2	2	2	2	2
극비사항이라서 말씀드릴수가 없군요.	2	2	2	2	2	2	1	2	2	2
그러면 왜 제게 말을 꺼내셨나요?	2	2	2	2	2	2	2	2	2	2
누군가에게 말할 필요가 있어서요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
아버지 아버지!!	2	2	2	2	2	2	2	2	2	2
이거 완전 전기 통해요!	2	2	2	2	2	2	2	2	2	2
전기가 통해?	2	2	2	2	2	2	2	2	2	2
네!	2	2	2	2	2	2	2	2	2	2
더 세게 틀었으면 진짜루 죽을 뻔했어요!	2	2	2	2	2	2	2	2	0	2
그럴거 같더라니.	2	2	2	2	2	2	2	2	2	2
빼.	2	2	2	2	2	2	2	2	2	2
수리맡겨야겠다.	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
어..	2	2	2	2	2	2	2	2	2	2
가만...	2	2	2	2	2	2	2	2	2	2
아버지 혹시 감전될까봐 걱정되서 저한테 먼저 채우신 거예요?	2	2	2	2	2	2	2	2	2	2
그런 거예요?	2	2	2	2	2	2	2	2	2	2
어우 아버지 너무하세요~ 궁금하면 직접 해보시던지 제가 무슨 실험용 쥐예요?	2	2	2	2	2	2	1	2	2	2
너 처럼 등치 큰 쥐가 어딨어?	2	2	2	2	2	2	2	2	2	2
그럼 늙은 애비가 전기 올라서 쓰러져야 속이 시원하겠냐?	2	2	2	2	2	2	1	2	2	2
자식이..	2	2	2	2	2	2	2	2	2	2
그건 아니지만..아 따가워.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
20달러짜리 지폐를 좀 바꿀 수 있을까요?	2	2	2	2	2	2	2	2	2	2
먼저 좀 보고요.	2	2	2	2	2	2	2	2	2	2
이렇게 폐를 끼쳐 드려 죄송합니다.	2	2	2	2	2	2	2	2	2	2
별말씀을요.	2	2	2	2	2	2	2	2	2	2
하지만 1달러짜리밖에 없어요.	2	2	2	2	2	2	2	2	2	2
괜찮죠?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그는 저에게 많은 충고를 해주셨어요.	2	2	2	2	2	2	0	2	2	2
정말이오?	2	2	2	2	2	2	2	2	2	2
예컨데 어떤 충고를요?	2	2	2	2	2	2	2	2	2	2
우선 최선을 다하라고 말했어요.	2	2	2	2	2	2	2	2	2	2
저도 제 마음속에 있는 말을 한마디해도 될까요?	2	2	2	2	2	2	2	2	2	2
물론이죠, 저에게는 가능한 한 충고가 필요해요.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
야!	2	2	2	2	2	2	2	2	2	2
정부사장.	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
너 뭐해?	2	2	2	2	2	2	2	2	2	2
너 자고 있어 지금?	2	2	2	2	2	2	2	2	2	2
아뇨 아뇨!	2	2	2	2	2	2	2	2	2	2
안 잤습니다!	2	2	2	2	2	2	2	2	2	2
자놓고는 이게.	2	2	2	2	2	2	2	2	2	2
그럼 방금 우리가 무슨 얘기했는데?	2	2	2	2	2	2	2	2	2	2
예?	2	2	2	2	2	2	2	2	2	2
무슨 얘기했어..?	2	2	2	2	2	2	2	2	2	2
나가!	2	2	2	2	2	2	2	2	2	2
네?	2	2	2	2	2	2	2	2	2	2
나가서 자빠져 자라고!	2	2	2	2	2	2	1	1	0	2
여기서 쳐자지 말고!	2	2	2	2	2	2	1	2	0	2
죄송합니다.	2	2	2	2	2	2	2	2	2	2
식후라 잠깐 깜빡..	2	2	2	2	2	2	2	2	2	2
안나가?	2	2	2	2	2	2	1	2	0	2
나가!	2	2	2	2	2	2	2	2	2	2
그럼..잠깐 나갔다 오겠습니다.	2	2	2	2	1	2	2	2	2	2
잠깐은.	2	2	2	2	2	2	2	2	2	2
나가!	2	2	2	2	2	2	2	2	2	2
영영 나가!	2	2	2	2	2	2	1	2	2	2
저런걸 부사장이라고.	2	2	2	2	2	2	2	2	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
에휴. 또 비 오네요.	2	2	2	2	2	2	2	2	2	2
오늘 오후뿐만 아니고 이번 주 내내 온대요.	2	2	2	2	2	2	2	2	2	2
헉. 저 내일하고 내일모레 하루 종일 고객들이랑 미팅 있는데.	2	2	0	2	2	2	2	2	0	2
저도요. 여기저기 걸어 다니면서 서류가방이랑 우산 바리바리 들고 젖지 않기 위해 재주를 부려야겠어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
죄송해요.	2	2	2	2	2	2	2	2	2	2
오늘은 아주 바빴어요.	2	2	2	2	2	2	2	2	2	2
냉장고가 어떻다고요?	2	2	2	2	2	2	2	2	2	2
내가 어떻게 알아요?	2	2	2	2	2	2	2	2	2	2
음식을 많이 버려야 했어요.	2	2	2	2	2	2	2	2	2	2
보통 모터때문에 그렇죠.	2	2	2	2	2	2	2	2	2	2
제가 한번 볼께요.	2	2	2	2	2	2	2	2	2	2
오래 걸리지 않았으면 좋겠네요.	2	2	2	2	2	2	2	2	2	2
오늘 볼 일이 많거든요.	2	2	2	2	2	2	2	2	2	2
오래 안걸릴 겁니다.	2	2	2	2	2	2	2	2	2	2
아주 비싼 건 아니겠죠?	2	2	2	2	2	2	2	2	2	2
네.	2	2	2	2	2	2	2	2	2	2
모터에 새 와이어를 끼면 돼요.	2	2	2	2	2	2	2	2	2	2
22달러 정도에요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
너 오늘 기분이 들뜬 것 같은데.	2	2	2	2	2	2	2	2	2	2
무슨 일이야?	2	2	2	2	2	2	2	2	2	2
뭐든지 긍정적으로 보게 됐어.	2	2	2	2	0	2	2	2	2	2
인생이 즐거워!	2	2	2	2	2	2	2	2	2	2
나도 좀 그렇게 해보고 싶다.	2	2	2	2	2	2	2	2	2	2
비결이 뭐야?	2	2	2	2	2	2	2	2	2	2
행복하기로 결정한 거지.	2	2	2	2	2	2	2	2	1	2
그렇게 간단하다고.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어젯밤 찜질방에서 잤어.	2	2	2	2	2	2	2	2	2	2
어쩌다가?	2	2	2	2	2	2	2	2	2	2
집에서 밉보여 쫓겨났니?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
어젯밤 늦게 동료들과 회식 겸 술자 리를 했어.	2	2	2	2	2	2	2	2	2	2
알겠다.	2	2	2	2	2	2	2	2	2	2
뻔한 얘기지.	2	2	2	2	2	2	2	2	2	2
지하철 막차를 놓 친 거구나.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
준비 다 됐어?	2	2	2	2	2	2	2	2	2	2
출발 준비 됐어?	2	2	2	2	2	2	2	2	2	2
잘 모르겠어.	2	2	2	2	2	2	2	2	2	2
차에 침낭 실어야 되요.	2	2	2	2	2	2	2	2	2	2
알았어.	2	2	2	2	2	2	2	2	2	2
서두르자!	2	2	2	2	2	2	2	2	2	2
안 돼!	2	2	2	2	2	2	2	2	2	2
영화 보러 산에 가는 거 아니야.	2	2	2	2	2	2	2	2	2	2
영화는 집에서 볼 수 있잖아.	2	2	2	2	2	2	2	2	2	2
물은 충분한가?	2	2	2	2	2	2	2	2	2	2
응.	2	2	2	2	2	2	2	2	2	2
오늘 아침에 세 박스 샀어.	2	2	2	2	2	2	2	2	2	2
차 트렁크에 실었어.	2	2	2	2	2	2	2	2	2	2
헤어 드라이어 가져가도 되요?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그걸 가져 오셨나요?	2	2	2	2	2	2	2	2	2	2
당신이 필요하다는 것을 몰라서 안 가져 왔는데요.	2	2	2	2	2	2	2	2	2	2
다음에 가져 오실 수 있겠죠?	2	2	2	2	2	2	2	2	2	2
그럼요.	2	2	2	2	2	2	2	2	2	2
당신이 쓸 거라고는 꿈에도 생각하지못했어요.	2	2	2	2	2	2	2	2	2	2
제게는 뭐든지 쓸모가 있어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
우리 학교 소풍을 안간지가 오래됐어.	2	2	2	2	2	2	2	2	2	2
그러게.	2	2	2	2	2	2	2	2	2	2
갈 때가 지난 것 같은데 말야.	2	2	2	2	2	2	2	2	2	2
다음주 금요일은 어떨까?	2	2	2	2	2	2	2	2	2	2
나야 좋지.	2	2	2	2	2	2	2	2	2	2
다음 목요일에 교사회의를 열어서 그걸 의논하자.	2	2	2	2	2	2	2	2	2	2
소풍은 어디로 갈까?	2	2	2	2	2	2	2	2	2	2
이번엔 다른 공원으로 가자.	2	2	2	2	2	2	2	2	2	2
난 좋아.	2	2	2	2	2	2	2	2	2	2
데이비드가 지난 주에 갔던 공원에 대해 얘기하던데.	2	2	2	2	2	2	2	2	2	2
내가 한번 물어볼게.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
미나야, 너 눈에 멍이 들었구나.	2	2	2	2	2	2	2	2	2	2
그래, 누군가와 부딪쳤어.	2	2	2	2	2	2	2	2	2	2
오, 안됐다.	2	2	2	2	2	2	0	2	2	2
보건실에는 갔었니?	2	2	2	2	2	2	2	2	2	2
응, 보건선생님이 복도에서 왼쪽으로 걸어야 한다고 말씀하셨어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
제 여동생이 어제 배우가 되려고 시험을 봤어요.	2	2	2	2	2	2	2	2	2	2
잘했나요?	2	2	2	2	2	2	2	2	2	2
히트를 쳤대요.	2	2	2	2	2	2	2	2	2	2
그래서 당신 생각에는 동생이 성공할 것 같아요?	2	2	2	2	0	2	2	2	2	2
그러길 바래요.	2	2	2	2	2	2	2	2	2	2
성공할 거예요.	2	2	2	2	2	2	0	2	2	2
재주가 탁월하거든요.	2	2	2	2	2	2	0	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
안녕하세요.	2	2	2	2	2	2	2	2	2	2
제 이름은 팸입니다.	2	2	2	2	2	2	2	2	2	2
제가 오늘 손님의 담당자입니다.	2	2	2	2	2	2	2	2	2	2
마실 것 좀 갖다 드릴까요?	2	2	2	2	2	2	2	2	2	2
커피 한 잔 부탁합니다.	2	2	2	2	2	2	2	2	2	2
저는 아이스티 한 잔이요.	2	2	2	2	2	2	2	2	2	2
그게 다 인가요?	2	2	2	2	2	2	2	2	2	2
아니면 지금 주문을 받을까요?	2	2	2	2	2	2	2	2	2	2
전 준비됐어요.	2	2	2	2	2	2	2	2	2	2
저는 샐러드를 주문 하는데 드레싱은 따로 주세요.	2	2	2	2	2	2	2	2	2	2
저는 중간 햄버거로 주세요.	2	2	2	2	2	2	2	2	2	2
그건 콜슬로나 감자튀김이 함께 나오는데 선택할 수 있습니다.	2	2	2	2	2	2	2	2	2	2
감자튀김으로 만들어 주세요.	2	2	2	2	2	2	2	2	2	2
그게 전부인가요?	2	2	2	2	2	2	2	2	2	2
그런 것 같네요.	2	2	2	2	2	2	2	2	2	2
계산서도 음식과 함께 가져다주세요.	2	2	2	2	2	2	2	2	2	2
시간이 촉박하거든요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
손자들 아직 안 왔어?	0	2	2	2	2	2	2	2	2	2
왔어.	2	2	2	2	2	2	2	2	2	2
어제 오후에 왔어.	2	2	2	2	2	2	2	2	2	2
비행기 타고 왔어?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
아들 내외가 라스베이거스에서 차로 데려왔어.	2	2	2	2	2	2	2	2	2	2
그럼 온 가족이 너하고 있는 거네?	2	2	2	2	2	2	2	2	2	2
그렇지.	2	2	2	2	2	2	2	2	2	2
우리 집 지금 얼마나 북적대는지 몰라.	2	2	2	2	0	2	2	2	2	2
모두들 얼마나 있을 거래?	0	2	2	2	2	2	2	2	2	2
아들 내외는 월요일에 라스베이거스로 돌아가.	2	2	2	2	2	2	2	2	2	2
그럼 손자들은?	0	2	2	2	2	2	2	2	2	2
이번 달까지 나하고 있을 거야.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
그일을 알았다면 좀 도와 드릴 수 있었을 텐데요.	2	2	2	2	2	2	2	2	2	2
당신으로서도 어쩔수가 없었을 거예요.	2	2	2	2	2	2	2	2	2	2
경쟁률이 그렇게 높았나요?	2	2	2	2	2	2	2	2	2	2
네, 그래요.	2	2	2	2	2	2	2	2	2	2
저에게는 거의 기회가 오질 않았어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
팸이 어떻게 지내는지 알아요?	2	2	2	2	2	2	2	2	2	2
몇 년 전부터 그녀와 소식이 끊겼어요.	2	2	2	2	2	2	2	2	2	2
그녀가 잘 지내고 있으면 좋겠어요.	2	2	2	2	2	2	2	2	2	2
틀림없이 잘 지낼 거예요.	2	2	2	2	2	2	2	2	2	2
걱정할 필요가 없어요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
이선생님~	2	2	2	2	2	2	2	2	2	2
집에 잘 들어갔어요?	2	2	2	2	2	2	0	2	2	2
많이 마신 거 같던데.	2	2	2	2	2	2	2	2	2	2
네~~	2	2	2	2	2	2	2	2	2	2
그럼 쉬어요.	2	2	2	2	2	2	2	2	2	2
이선생님 너무해요..	2	2	2	2	2	2	2	2	0	2
네?	2	2	2	2	2	2	2	2	2	2
섭섭해요 데려다주지도 않구..	2	2	2	2	2	2	2	0	0	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
무슨 일이야 로버타?	2	2	2	2	2	2	2	2	2	2
기분이 안좋아보이네.	2	2	2	2	0	2	2	2	2	2
맞아.	2	2	2	2	2	2	2	2	2	2
나 기분이 안좋아.	2	2	2	2	2	2	2	2	2	2
왜 그래?	2	2	2	2	2	2	2	2	2	2
결혼이라는 산이 위기를 맞았어.	2	2	2	2	2	2	2	2	2	2
그래?	2	2	2	2	2	2	2	2	2	2
나한테 얘기해볼래?	2	2	2	2	0	2	2	2	2	2
내가 들어줄게.	2	2	2	2	2	2	2	2	2	2
고맙지만 지금은 아냐.	2	2	2	2	2	2	2	2	2	2
상담 치료사는 만날거야?	2	2	2	2	2	2	2	2	2	2
생각하고 있어.	2	2	2	2	2	2	2	2	2	2
전문가의 도움을 받는 게 좋은 것 같아.	2	2	2	2	2	2	2	2	2	2
그래 맞아.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
영 갑갑하고 불안하네.	2	2	2	2	2	2	2	2	2	2
긴장을 풀고 좀 즐겨야겠어.	2	2	2	2	2	2	2	2	2	2
적당한 범위내에서 계획하는 거라면, 나도 합류할게.	2	2	2	2	0	2	0	2	2	2
나중에 빠지고 나 혼자 두고 가기 없기다.	2	2	2	2	2	2	2	2	2	2
약속할게.	2	2	2	2	2	2	0	2	2	2
끝까지 함께 하기로.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
웹사이트를 만들려고 하는데, 너무 힘들어.	2	2	2	2	2	2	2	2	2	2
그런 걸 단계별로 가르쳐주는 웹사이트들이 있던데.	2	2	2	2	2	2	2	2	2	2
여러 사이트를 보긴 했는데, 그냥 되는대로 해보고 있어.	2	2	2	2	2	2	2	2	2	2
다 만들면 알려줘.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
어째서 당신 입은 그렇게 험하죠?	2	2	2	2	2	2	2	2	2	2
내입이 어때서요?	2	2	2	2	2	2	1	2	2	2
당신은 항상 입에 담지 못할 말만 하잖아요.	2	2	2	2	2	2	1	2	2	2
항상 그렇진 않아요.	2	2	2	2	2	2	2	2	2	2
스트레스를 받을 때만그러죠.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
할머니.	2	2	2	2	2	2	2	2	2	2
이거 국 좀 더 주세요.	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
북어국이라 시원할거다.	2	2	2	2	2	2	0	2	2	2
많이 먹어.	2	2	2	2	2	2	0	2	2	2
근데 니들 개교기념일인데 학교에 가?	2	2	2	2	2	2	2	2	2	2
개교기념 행사 있어요.	2	2	2	2	2	2	2	2	2	2
새로 만든 교가도 발표하구..	2	2	2	2	2	2	2	2	2	2
교가를 새로 만들어?	0	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
차고를 청소한 지 벌써 3시간이나 지났어요.	2	2	2	2	2	2	2	2	2	2
그만할래?	2	2	2	2	2	2	2	2	2	2
제 생각이 바로 그거에요.	2	2	2	2	2	2	2	2	2	2
뭐 좀 먹으러 가야겠다.	2	2	2	2	2	2	2	2	2	2
냉장고에 아무 것도 없어요.	2	2	2	2	2	2	2	2	2	2
그럼 어디서 간단히 먹자.	2	2	2	2	2	2	2	2	2	2
뭐 드시고 싶은데요?	2	2	2	2	2	2	2	2	2	2
햄버거와 감자튀김	2	2	2	2	2	2	2	2	2	2
좋아요.	2	2	2	2	2	2	2	2	2	2
그럼 씻고 가요.	2	2	2	2	2	2	2	2	2	2
그래.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
언니.	2	2	2	2	2	2	2	2	2	2
나도 동화책 하나 사주면 안돼?	2	2	2	2	2	2	2	2	2	2
뭐?	2	2	2	2	2	2	2	2	2	2
안돼지?	2	2	2	2	2	2	2	2	2	2
돈 없어서.	2	2	2	2	2	2	2	2	2	2
해리가 또 자기방에 있는 동화책 못보게 했어?	2	2	2	2	2	2	2	2	2	2
내가 나중에 동화책 하나 만들어줄게.	2	2	2	2	2	2	2	2	2	2
옛날에 아빠랑 만들어준거처럼.	2	2	2	2	2	2	2	2	2	2
알았어..	2	2	2	2	1	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
유선방송 채널이 몇 개나 들어오지요?	2	2	2	2	2	2	2	2	2	2
잘 모르겠는데요.	2	2	2	2	2	2	2	2	2	2
어디 봅시다.	2	2	2	2	2	2	2	2	2	2
플레이보이 채널도 들어오나요?	0	2	2	2	2	2	2	2	2	2
당연히 안 들어오죠.	2	2	2	2	2	2	2	2	2	2
영화 채널만 더 들어와요.	2	2	2	2	2	2	2	2	2	2
영화 채널을 설치하려면 설치 비가 얼마지요?	2	2	2	2	2	2	2	2	2	2
기억하고 계세요?	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
옛날 고등학교 친구한테 오늘 이메일을 받았어.	2	2	2	2	2	2	2	2	2	2
좋은 거야 나쁜 거야?	2	2	2	2	2	2	2	2	2	2
좋은 거지.	2	2	2	2	2	2	2	2	2	2
오랫동안 소식을 못 들었거든.	2	2	2	2	2	2	2	2	2	2
난 고등학교 동창들과 소식이 끊겼어.	2	2	2	2	2	2	2	2	2	2
난 계속 안부 주고받는 친구는 두 세 명 돼.	2	2	2	2	2	2	2	2	2	2
난 동창들과 연락 주고 받는 게 어렵던데.	2	2	2	2	2	2	2	2	2	2
전부 자기 사는 일에 바쁘니까...	2	2	2	2	2	2	2	2	2	2
그래서 쉽사리 서로 멀어지는 거지.	2	2	2	2	2	2	2	2	2	2
그렇다고 기분 상하지는 마.	2	2	2	2	2	2	2	2	2	2
너 친구 많잖아.	2	2	2	2	2	2	2	2	2	2
그건 그렇지만 네가 부럽다.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
알아.	2	2	2	2	2	2	2	2	2	2
끝이 안보여.	2	2	2	2	2	2	2	2	2	2
숨쉬기도 힘들어.	2	2	2	2	2	2	2	2	2	2
하늘은 연기와 재로 가득차고.	2	2	2	2	2	2	2	2	2	2
난 이번 주에 세차를 두 번이나 했어.	2	2	2	2	2	2	2	2	2	2
불이 어떻게 일어난 건지 궁금해.	2	2	2	2	2	2	2	2	2	2
소방국과 경찰이 원인을 조사하고 있어.	2	2	2	2	2	2	2	2	2	2
소방관들이 주택으로 불이 번지는 걸 최대한 막기를 바래.	2	2	2	2	2	2	2	2	2	2
애완동물도.	2	2	2	2	2	2	2	2	2	2
그 쪽 지역은 사람들이 개와 고양이 말을 많이 키우거든.	2	2	2	2	2	2	2	2	2	2
방화라면 경찰이 방화범을 체포했으면 좋겠어.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
너무 피곤해.	2	2	2	2	2	2	2	2	2	2
넌 휴가 좀 다녀와야해.	2	2	2	2	2	2	2	2	2	2
그럴까봐.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
다치셨어요?	0	2	2	2	2	2	2	2	2	2
예, 조금이요.	2	2	2	2	2	2	2	2	2	2
어쩌다가요?	2	2	2	2	2	2	2	2	2	2
다리에 쥐가 나서 계단에서 미끄러졌어요.	2	2	2	2	2	2	2	2	2	2
아니, 저런.	2	2	2	2	2	2	0	2	2	2
다리가 부러졌나요?	2	2	2	2	2	2	2	2	2	2
엑스레이를 찍었는데 괜찮대요.	2	2	2	2	2	2	2	2	2	2
doc	O_gold	O_pred	C_gold	C_pred	E_gold	E_pred	A_gold	A_pred	N_gold	N_pred
직장은 찾은 거야?	2	2	2	2	2	2	2	2	2	2
아니.	2	2	2	2	2	2	2	2	2	2
찾는 걸 포기했어.	2	2	2	2	2	2	2	2	2	2
로토라도 당첨된 거야?	2	2	2	2	2	2	2	2	2	2
아니 하지만 과히 틀리진 않아.	2	2	2	2	2	2	2	2	2	2
무슨 얘길 하는 거야?	2	2	2	2	2	2	2	2	2	2
부자 삼촌한테서 돈을 물려받을 거야.	2	2	2	2	2	2	2	2	2	2
얼마나 받을 건데?	2	2	2	2	2	2	2	2	2	2
모르겠어.	2	2	2	2	2	2	2	2	2	2
너무 큰 기대는 하지 않는게 좋을 걸.	2	2	2	2	2	2	2	2	2	2
나도 그러려고 노력중이야.	2	2	2	2	2	2	2	2	2	2
